event,meet,stroke,gender,distance,records,entries
11,Complete Meet Results Aps Atlanta 2017,IM,Women,400,"[['World', '4:26.36', '8/6/2016', 'Katinka Hosszu', 'HUN'], ['American', '4:31.12', '6/29/2008', 'Katie Hoff', 'North Baltimore'], ['U.S. Open', '4:31.07', '6/19/2015', 'Katinka Hosszu', 'HUN'], ['World', '4:26.36', '8/6/2016', 'Katinka Hosszu', 'HUN'], ['American', '4:31.12', '6/29/2008', 'Katie Hoff', 'North Baltimore'], ['U.S. Open', '4:31.07', '6/19/2015', 'Katinka Hosszu', 'HUN']]",[]
12,Complete Meet Results Aps Atlanta 2017,IM,Men,400,"[['World', '4:03.84', '8/10/2008', 'Michael Phelps', 'USA'], ['American', '4:03.84', '8/10/2008', 'Michael Phelps', 'USA'], ['U.S. Open', '4:05.25', '6/29/2008', 'Michael Phelps', 'Club Wolverine'], ['World', '4:03.84', '8/10/2008', 'Michael Phelps', 'USA'], ['American', '4:03.84', '8/10/2008', 'Michael Phelps', 'USA'], ['U.S. Open', '4:05.25', '6/29/2008', 'Michael Phelps', 'Club Wolverine']]",[]
13,Complete Meet Results Aps Atlanta 2017,Freestyle,Women,200,"[['World', '1:52.98', '7/29/2009', 'Federica Pellegrini', 'ITA'], ['American', '1:53.61', '7/31/2012', 'Allison Schmitt', 'USA Olympic Team'], ['U.S. Open', '1:54.40', '6/28/2012', 'Allison Schmitt', 'North Baltimore'], ['World', '1:52.98', '7/29/2009', 'Federica Pellegrini', 'ITA'], ['American', '1:53.61', '7/31/2012', 'Allison Schmitt', 'USA Olympic Team'], ['U.S. Open', '1:54.40', '6/28/2012', 'Allison Schmitt', 'North Baltimore']]",[]
14,Complete Meet Results Aps Atlanta 2017,Freestyle,Men,200,"[['World', '1:42.00', '7/28/2009', 'Paul Biedermann', 'GER'], ['American', '1:42.96', '8/12/2008', 'Michael Phelps', 'USA'], ['U.S. Open', '1:44.10', '7/1/2008', 'Michael Phelps', 'Club Wolverine'], ['World', '1:42.00', '7/28/2009', 'Paul Biedermann', 'GER'], ['American', '1:42.96', '8/12/2008', 'Michael Phelps', 'USA'], ['U.S. Open', '1:44.10', '7/1/2008', 'Michael Phelps', 'Club Wolverine']]",[]
15,Complete Meet Results Aps Atlanta 2017,Backstroke,Women,200,"[['World', '2:04.06', '8/3/2012', 'Missy Franklin', 'USA Olympic Team'], ['American', '2:04.06', '8/3/2012', 'Missy Franklin', 'USA Olympic Team'], ['U.S. Open', '2:05.68', '6/26/2013', 'Missy Franklin', 'Colorado STARS-C'], ['World', '2:04.06', '8/3/2012', 'Missy Franklin', 'USA Olympic Team'], ['American', '2:04.06', '8/3/2012', 'Missy Franklin', 'USA Olympic Team'], ['U.S. Open', '2:05.68', '6/26/2013', 'Missy Franklin', 'Colorado STARS-C']]",[]
16,Complete Meet Results Aps Atlanta 2017,Backstroke,Men,200,"[['World', '1:51.92', '7/31/2009', 'Aaron Peirsol', 'USA'], ['American', '1:51.92', '7/31/2009', 'Aaron Peirsol', 'USA'], ['U.S. Open', '1:53.08', '7/11/2009', 'Aaron Peirsol', 'Longhorn'], ['World', '1:51.92', '7/31/2009', 'Aaron Peirsol', 'USA'], ['American', '1:51.92', '7/31/2009', 'Aaron Peirsol', 'USA'], ['U.S. Open', '1:53.08', '7/11/2009', 'Aaron Peirsol', 'Longhorn']]",[]
17,Complete Meet Results Aps Atlanta 2017,Freestyle,Women,50,"[['World', '23.73', '8/1/2009', 'Britta Steffen', 'GER'], ['American', '24.07', '8/17/2008', 'Dara Torres', 'USA'], ['U.S. Open', '24.13', '5/18/2008', 'Cate Campbell', 'AUS'], ['World', '23.73', '8/1/2009', 'Britta Steffen', 'GER'], ['American', '24.07', '8/17/2008', 'Dara Torres', 'USA'], ['U.S. Open', '24.13', '5/18/2008', 'Cate Campbell', 'AUS'], ['U.S. Open', '24.13', '5/18/2008', 'Cate Campbell', 'AUS']]",[]
18,Complete Meet Results Aps Atlanta 2017,Freestyle,Men,50,"[['World', '20.91', '12/18/2009', 'Cesar Cielo', 'Filho BRA'], ['American', '21.37', '8/7/2015', 'Nathan Adrian', 'USA'], ['World', '20.91', '12/18/2009', 'Cesar Cielo', 'Filho BRA'], ['American', '21.37', '8/7/2015', 'Nathan Adrian', 'USA']]",[]
19,Complete Meet Results Aps Atlanta 2017,Butterfly,Women,200,"[['World', '2:01.81', '10/21/2009', 'Zige Liu', 'CHN'], ['American', '2:04.14', '7/30/2009', 'Mary Mohler', 'USA'], ['World', '2:01.81', '10/21/2009', 'Zige Liu', 'CHN'], ['American', '2:04.14', '7/30/2009', 'Mary Mohler', 'USA']]",[]
20,Complete Meet Results Aps Atlanta 2017,Butterfly,Men,200,"[['World', '1:51.51', '7/29/2009', 'Michael Phelps', 'USA'], ['American', '1:51.51', '7/29/2009', 'Michael Phelps', 'USA'], ['U.S. Open', '1:52.20', '7/2/2008', 'Michael Phelps', 'Club Wolverine'], ['World', '1:51.51', '7/29/2009', 'Michael Phelps', 'USA'], ['American', '1:51.51', '7/29/2009', 'Michael Phelps', 'USA'], ['U.S. Open', '1:52.20', '7/2/2008', 'Michael Phelps', 'Club Wolverine']]",[]
21,Complete Meet Results Aps Atlanta 2017,Breaststroke,Women,100,"[['World', '1:04.35', '7/29/2013', 'Ruta Meilutyte', 'LTU'], ['American', '1:04.45', '8/7/2009', 'Jessica Hardy', 'Trojan'], ['U.S. Open', '1:04.45', '8/7/2009', 'Jessica Hardy', 'Trojan'], ['World', '1:04.35', '7/29/2013', 'Ruta Meilutyte', 'LTU'], ['American', '1:04.45', '8/7/2009', 'Jessica Hardy', 'Trojan'], ['U.S. Open', '1:04.45', '8/7/2009', 'Jessica Hardy', 'Trojan'], ['U.S. Open', '1:04.45', '8/7/2009', 'Jessica Hardy', 'Trojan']]",[]
22,Complete Meet Results Aps Atlanta 2017,Breaststroke,Men,100,"[['World', '57.13', '8/7/2016', 'Adam Peaty', 'GBR'], ['American', '58.87', '8/7/2016', 'Cody Miller', 'USA'], ['U.S. Open', '58.86', '3/4/2017', 'Adam Peaty', 'Great Britain'], ['World', '57.13', '8/7/2016', 'Adam Peaty', 'GBR'], ['American', '58.87', '8/7/2016', 'Cody Miller', 'USA'], ['U.S. Open', '58.86', '3/4/2017', 'Adam Peaty', 'Great Britain']]",[]
23,Complete Meet Results Aps Atlanta 2017,Backstroke,Women,100,"[['World', '58.12', '7/28/2009', 'Gemma Spofforth', 'GBR'], ['American', '58.33', '7/30/2012', 'Missy Franklin', 'USA Olympic Team'], ['U.S. Open', '58.67', '6/28/2013', 'Missy Franklin', 'Colorado STARS-C'], ['World', '58.12', '7/28/2009', 'Gemma Spofforth', 'GBR'], ['American', '58.33', '7/30/2012', 'Missy Franklin', 'USA Olympic Team'], ['U.S. Open', '58.67', '6/28/2013', 'Missy Franklin', 'Colorado STARS-C']]",[]
24,Complete Meet Results Aps Atlanta 2017,Backstroke,Men,100,"[['World', '51.85', '8/13/2016', 'Ryan Murphy', 'USA'], ['American', '51.85', '8/13/2016', 'Ryan Murphy', 'USA'], ['U.S. Open', '51.94', '7/8/2009', 'Aaron Peirsol', 'Longhorn'], ['World', '51.85', '8/13/2016', 'Ryan Murphy', 'USA'], ['American', '51.85', '8/13/2016', 'Ryan Murphy', 'USA'], ['U.S. Open', '51.94', '7/8/2009', 'Aaron Peirsol', 'Longhorn']]",[]
25,Complete Meet Results Aps Atlanta 2017,IM,Women,200,"[['World', '2:06.12', '8/3/2015', 'Katinka Hosszu', 'HUN'], ['American', '2:06.15', '7/27/2009', 'Ariana Kukors', 'USA'], ['U.S. Open', '2:08.66', '5/17/2015', 'Katinka Hosszu', 'HUN'], ['World', '2:06.12', '8/3/2015', 'Katinka Hosszu', 'HUN'], ['American', '2:06.15', '7/27/2009', 'Ariana Kukors', 'USA'], ['U.S. Open', '2:08.66', '5/17/2015', 'Katinka Hosszu', 'HUN']]",[]
26,Complete Meet Results Aps Atlanta 2017,IM,Men,200,"[['World', '1:54.00', '7/28/2011', 'Ryan Lochte', 'USA'], ['American', '1:54.00', '7/28/2011', 'Ryan Lochte', 'USA'], ['U.S. Open', '1:54.56', '7/10/2009', 'Ryan Lochte', 'Daytona Beach'], ['World', '1:54.00', '7/28/2011', 'Ryan Lochte', 'USA'], ['American', '1:54.00', '7/28/2011', 'Ryan Lochte', 'USA'], ['U.S. Open', '1:54.56', '7/10/2009', 'Ryan Lochte', 'Daytona Beach']]",[]
27,Complete Meet Results Aps Atlanta 2017,Freestyle,Women,800,"[['World', '8:04.79', '8/7/2016', 'Katie Ledecky', 'USA'], ['American', '8:04.79', '8/7/2016', 'Katie Ledecky', 'USA']]",[]
28,Complete Meet Results Aps Atlanta 2017,Freestyle,Men,1500,"[['World', '14:31.02', '8/4/2012', 'Yang Sun', 'CHN'], ['American', '14:39.48', '8/13/2016', 'Connor Jaeger', 'USA'], ['U.S. Open', '14:45.54', '7/6/2008', 'Peter Vanderkaay', 'Club Wolverine']]",[]
